symbol,M_0,M_2,M_4,M_8,M_79,F_0,F_2,F_4,F_8,F_79,cluster,color
Ace,-0.85,1.69,0.4,0.42,-0.11,-1.02,1.07,-1.48,-0.63,0.52,6,#9900FFFF
Apoh,0.32,-0.64,-0.58,1.39,2.14,-0.1,-0.63,-0.63,-0.64,-0.64,1,#FF9900FF
Slc16a6,1.32,-0.06,0.28,0.55,-0.48,1.82,-0.33,-0.92,-1.15,-1.02,4,#00FFFFFF
Arsg,-1.19,-0.78,0.19,1.99,0.96,-1.2,-0.64,0.39,0.11,0.16,1,#FF9900FF
Abca5,0.8,-1.02,-1.06,-0.04,0.37,-0.51,-1.4,1.58,1.15,0.13,5,#0033FFFF
Map2k6,0.02,-1.02,0.93,2.01,0.89,-0.52,-0.84,-0.29,-0.1,-1.09,3,#00FF33FF
Kcnj2,-0.16,-0.22,-1.1,2.23,1,0.19,-0.06,-1.22,-0.38,-0.28,3,#00FF33FF
Slc39a11,-1.36,-0.73,-0.03,0.61,1.77,-0.55,-0.68,-0.32,-0.2,1.49,2,#99FF00FF
Ttyh2,0.07,-0.8,0.91,1.53,1.34,-0.51,-1.15,0.4,-0.84,-0.95,3,#00FF33FF
Slc9a3r1,-1.34,-0.81,0.2,0.56,1.75,-0.5,-0.82,-0.26,-0.24,1.45,2,#99FF00FF
Myo15b,-1.05,-0.81,0.11,0.44,1.67,-0.57,-0.88,-0.34,-0.29,1.71,2,#99FF00FF
Trim47,-1.35,0.08,0.17,1.24,0.96,1.37,-0.75,-1.11,-0.94,0.34,2,#99FF00FF
Mrpl38,-1.31,-0.91,0.27,0.81,1.65,-0.32,-0.94,-0.25,-0.36,1.36,2,#99FF00FF
Acox1,-0.7,-0.86,0.13,1.98,1.54,-0.79,-0.85,-0.33,0.02,-0.14,1,#FF9900FF
Tk1,0.47,1.27,0.47,-0.87,-0.96,0.6,1.57,-0.42,-0.98,-1.15,4,#00FFFFFF
Afmid,-1.24,-0.69,0.61,1.86,0.86,-1.21,-0.64,0.11,0.65,-0.31,1,#FF9900FF
Birc5,1.64,0.58,-0.1,-0.9,-0.94,1.29,0.78,-0.47,-0.92,-0.96,4,#00FFFFFF
Timp2,0.2,2.12,-0.7,-1.27,-0.96,0.38,1,-0.39,-0.39,0.01,6,#9900FFFF
Lgals3bp,-1.09,-0.37,-0.02,-1.89,0.9,-0.17,0.78,-0.18,0.48,1.56,5,#0033FFFF
Tbc1d16,-1.26,-0.4,-0.27,-1.23,-0.02,0.49,-0.37,0.49,0.36,2.22,5,#0033FFFF
Chmp6,-1.69,-0.84,1.19,1.5,0.8,-0.93,-0.37,0.29,-0.13,0.18,1,#FF9900FF
Slc25a10,-1.59,-0.53,0.92,1.45,0.86,-1.43,-0.43,-0.01,0.37,0.39,1,#FF9900FF
Pcyt2,-1.34,-0.91,0.77,1.41,1.15,-1.15,-0.83,0.1,0.15,0.64,1,#FF9900FF
Sirt7,-1.46,-0.67,0.81,0.44,1.78,-0.69,-0.66,0.09,-0.67,1.02,2,#99FF00FF
Cbr2,-1.54,-0.38,0.23,0.05,0.06,-1.54,0.07,0.32,1.71,1.02,7,#FF0099FF
Dus1l,-1.5,-0.82,0.84,1.22,1.51,-0.29,-0.79,0.1,-0.79,0.52,1,#FF9900FF
Fasn,-0.39,-0.77,-0.64,-0.73,1.12,0.1,-0.82,-0.87,1.21,1.78,5,#0033FFFF
Sectm1b,-1.15,-0.74,-0.03,0.93,2.03,-1.16,-0.65,0.03,0.19,0.56,1,#FF9900FF
Akr1c14,-0.73,-0.72,0.22,2.45,0.56,-0.73,-0.72,-0.17,0.4,-0.55,1,#FF9900FF
Akr1c18,-0.59,-0.59,-0.28,0.04,-0.43,-0.59,-0.59,0.29,2.7,0.03,5,#0033FFFF
Akr1c19,-0.37,-0.53,0.34,-0.59,-1.12,-0.74,-0.51,1.48,1.96,0.1,5,#0033FFFF
Akr1c12,-1.51,-0.01,0.24,-0.53,-0.25,-1.45,-0.05,1.17,1.28,1.11,7,#FF0099FF
Gm9973,-1.14,-0.17,0.39,-0.58,-0.77,-1.15,-0.26,1.67,1.45,0.55,7,#FF0099FF
Akr1c21,-0.98,-0.98,0.88,1.82,0.88,-0.99,-0.98,-0.04,0.51,-0.13,1,#FF9900FF
Gm40663,-0.11,-0.56,-0.8,-1.02,-0.42,-0.31,-0.37,-0.02,1.92,1.7,5,#0033FFFF
Idi1,-0.18,-0.66,-0.18,2.64,0.61,-0.22,-0.7,-0.46,-0.29,-0.56,3,#00FF33FF
Gtpbp4,1.62,-0.84,-0.75,1.45,0.19,1.04,-0.77,-0.76,-0.47,-0.71,3,#00FF33FF
Larp4b,-0.64,-0.15,1.13,2.11,0.12,-1.2,-0.4,0.2,-0.07,-1.09,1,#FF9900FF
Gpr137b-ps,-0.96,-0.68,0.76,2.03,0.58,-1.1,-0.81,0.67,0.04,-0.52,1,#FF9900FF
Gpr137b,-1.33,-0.74,0.54,1.28,1.56,-1.25,-0.77,0.25,0.14,0.31,1,#FF9900FF
B3galnt2,-1.02,-0.08,-0.62,1.28,1.97,-0.28,-0.62,-0.35,-0.99,0.7,1,#FF9900FF
Sugct,-1.56,-0.25,0.15,1.62,1.19,-1.5,-0.16,-0.06,0.33,0.24,1,#FF9900FF
Sfrp4,-1.27,0.42,-0.58,-0.27,-0.12,-1.2,-0.27,0.04,1.54,1.71,5,#0033FFFF
Gpx6,-1.08,-0.96,0.68,0.57,-0.1,-1.14,-0.9,1.13,1.64,0.16,5,#0033FFFF
H4c8,-1.03,-0.7,-0.01,2.21,-0.14,-0.93,-0.56,-0.34,1.01,0.49,1,#FF9900FF
Slc17a2,-0.52,-0.66,-0.52,-0.69,-0.39,-0.56,-0.66,0.4,1.83,1.77,5,#0033FFFF
Slc17a3,-0.88,-0.86,0.67,2.19,0.81,-0.9,-0.87,-0.09,0.06,-0.14,1,#FF9900FF
Slc17a1,-0.95,-0.87,0.68,2.12,0.65,-0.99,-0.88,0.22,0.31,-0.28,1,#FF9900FF
Mrs2,-1.25,-0.44,0.83,1.8,1.02,-1.32,-0.67,0.26,-0.14,-0.08,1,#FF9900FF
Mboat1,1.55,0.36,-0.9,-0.92,-0.83,1.74,0.52,-0.49,-0.68,-0.36,4,#00FFFFFF
Uqcrfs1,-0.5,-1.31,0.01,0.87,0.76,0.59,-1.46,-0.09,-0.58,1.7,2,#99FF00FF
Foxq1,-0.58,-0.57,-0.71,-0.52,-0.42,-0.65,-0.16,0.24,2.44,0.95,5,#0033FFFF
Serpinb6a,0.6,0.74,-1.25,-1.56,0.02,0.37,0.31,-1.05,0.15,1.66,6,#9900FFFF
Slc22a23,-1.55,-0.5,0.81,-0.05,0.04,-1.51,-0.38,1.14,1.03,0.95,5,#0033FFFF
Fam217a,-0.25,-0.62,1.98,1.55,0.28,-0.85,-0.61,-0.05,-0.76,-0.67,3,#00FF33FF
Rpp40,-0.59,-0.57,0.52,2.44,0.74,-0.67,-0.55,-0.17,-0.31,-0.84,3,#00FF33FF
Lyrm4,0.14,-0.64,0.96,1.91,-0.12,-0.97,-0.74,0.62,0.26,-1.43,3,#00FF33FF
Ly86,-1.3,0.45,-0.31,-0.35,1.17,-1.17,-0.48,-0.37,0.49,1.88,5,#0033FFFF
Dsp,0.94,0.58,-0.5,-1.14,-1.59,0.3,-0.11,0.52,1.69,-0.7,6,#9900FFFF
Gcnt2,-0.89,-0.8,-0.09,1.84,1.32,-1.14,-0.8,-0.25,0.18,0.63,1,#FF9900FF
Elovl2,-0.44,0.5,0.02,-1.17,-1.35,-0.8,0.7,1.96,0.62,-0.05,7,#FF0099FF
Ranbp9,1,-0.37,0.43,2.03,-0.13,0.03,-1.2,0.02,-0.45,-1.38,3,#00FF33FF
Jarid2,1.31,-0.08,-0.38,0.34,-0.52,2.08,-0.18,-0.61,-1.19,-0.78,4,#00FFFFFF
Gmpr,-1.24,-0.89,-0.33,0.96,1.86,-0.45,-0.79,-0.11,-0.15,1.15,2,#99FF00FF
Tpmt,-1.28,-0.55,0.8,1.59,1.16,-1.39,-0.63,0.31,0.24,-0.24,1,#FF9900FF
Id4,-0.33,0.48,-0.07,-0.96,-1.36,-0.71,-0.06,1.8,1.44,-0.23,7,#FF0099FF
Ninj1,-1.6,-0.71,0.27,1.2,1.27,-1.1,-0.55,0.14,-0.04,1.13,1,#FF9900FF
Susd3,-0.78,-0.82,1.44,1.88,-0.1,-0.73,-0.77,-0.41,0.76,-0.47,1,#FF9900FF
Aspn,2.26,-0.01,-0.38,-0.68,-0.76,1.3,-0.02,-0.42,-0.53,-0.75,4,#00FFFFFF
Ogn,1.93,-0.2,-0.95,-0.97,-0.94,1.43,0.38,-0.32,0.09,-0.47,4,#00FFFFFF
Fgfr4,-1.44,-0.71,0.33,0.54,1.9,0.05,-0.76,-0.19,-0.8,1.08,2,#99FF00FF
Fbxl21,-0.71,-1.1,0.61,1.64,1.42,-1.01,-1.06,0.24,0.05,-0.07,1,#FF9900FF
Tgfbi,1.7,0.15,-0.69,-0.7,-0.51,1.95,-0.19,-0.68,-0.62,-0.42,4,#00FFFFFF
Ntrk2,0.58,0.25,-1.08,-1.36,-0.13,1.23,0.39,-1.43,1.35,0.2,6,#9900FFFF
Golm1,1.85,0.32,-0.72,-1.03,-0.93,1.53,0.23,-0.64,-0.45,-0.16,4,#00FFFFFF
Fbp2,-1.03,-0.12,-0.23,-0.99,-0.37,-1.07,0.2,0.6,0.95,2.07,5,#0033FFFF
Fancc,-0.32,1,-0.39,-1.69,-1.47,0.4,1.33,-0.04,0.82,0.36,6,#9900FFFF
Slc35d2,-0.85,-0.7,0.33,2.06,1.3,-1,-0.78,0.04,0.01,-0.4,1,#FF9900FF
Habp4,-1.35,-0.63,1.14,1.54,0.97,-1,-1,0.13,-0.15,0.36,1,#FF9900FF
Cdc14b,-0.27,-1.18,-0.61,0.37,1.45,-1.1,-1.21,0.73,0.69,1.12,5,#0033FFFF
1810034E14Rik,-1.44,-0.49,0.98,1.73,0.58,-1.43,-0.38,0.23,0.36,-0.14,1,#FF9900FF
Srd5a1,-1.24,0.85,1.14,0.67,0.81,-1.23,0.99,-0.17,-0.59,-1.22,7,#FF0099FF
Tert,0.87,-1.52,-0.94,-1.25,0.14,0.4,0.04,0.12,1.78,0.36,5,#0033FFFF
Tppp,-0.87,-0.48,-0.65,-0.47,0.25,-1.04,0.11,-0.35,1.74,1.76,5,#0033FFFF
Gm17750,-1.12,0.44,0.9,-0.35,-0.94,-1.09,0.74,1.58,0.78,-0.94,7,#FF0099FF
Acot12,-0.98,-0.8,0.34,2.2,0.92,-0.98,-0.79,-0.05,0.15,-0.01,1,#FF9900FF
Dhfr,-1.31,-0.54,0.74,1.74,0.88,-1.49,-0.45,0.33,0.3,-0.19,1,#FF9900FF
Bhmt,-0.47,-0.68,-0.56,-0.47,0.11,-0.64,-0.68,-0.27,2.09,1.57,5,#0033FFFF
Bhmt2,-1.09,-0.9,0.59,1.88,0.86,-1.1,-0.91,0.24,0.53,-0.1,1,#FF9900FF
Arsb,-1.37,-0.62,0.41,1.22,1.73,-1.19,-0.6,-0.05,-0.05,0.53,1,#FF9900FF
Lhfpl2,1.07,1.01,-0.67,-0.96,-0.88,1.15,1.37,-0.56,-0.75,-0.77,4,#00FFFFFF
Pde8b,1.61,0.69,-0.81,-1,-0.94,1.12,1.05,-0.6,-0.45,-0.67,4,#00FFFFFF
Gtf2h2,0.05,-0.02,1.54,1.75,-0.35,-0.56,0.05,-0.13,-0.71,-1.62,3,#00FF33FF
Slc30a5,-0.54,-0.34,0.73,2.06,0.29,-1.29,-0.61,0.69,0.1,-1.09,1,#FF9900FF
Depdc1b,-1.19,-0.66,0.15,1.46,1.76,-1.25,-0.55,0.12,0.09,0.06,1,#FF9900FF
Plk2,1.28,0.4,-0.69,-0.6,-0.56,1.98,0.53,-0.8,-0.9,-0.64,4,#00FFFFFF
Mier3,2.14,-0.03,-1.11,-0.75,-0.3,1.05,0.29,-0.66,0.28,-0.91,4,#00FFFFFF
Mtrex,0.84,-0.86,-0.1,1.98,1.21,-0.24,-0.95,-0.62,-0.57,-0.69,3,#00FF33FF
Gpx8,1.21,1.18,-0.55,-0.79,-1.29,0.65,1.27,-0.37,-0.14,-1.17,4,#00FFFFFF
Fst,-1.03,-1.11,0.99,-0.11,0.13,-0.94,-1.1,1.4,1.09,0.69,5,#0033FFFF
Itga1,0.36,1.93,-0.95,-1.82,-0.17,-0.12,0.39,0.26,-0.52,0.63,6,#9900FFFF
Parp8,0.44,0.06,-0.97,1.5,1.82,-0.44,-0.19,-1.19,-0.76,-0.26,1,#FF9900FF
Tmem267,-0.8,-0.48,0.94,2.44,-0.37,-0.82,-0.59,0.12,-0.04,-0.4,1,#FF9900FF
Hmgcs1,-0.52,-0.68,1.11,2.11,0.36,-0.96,-0.78,0.37,-0.14,-0.87,1,#FF9900FF
Nim1k,-0.83,-1.17,0.5,2.07,0.39,-0.87,-1.07,0.24,0.22,0.52,1,#FF9900FF
Ubxn2a,-1.23,-0.73,0.39,1.76,0.94,-1.3,-0.86,0.18,0.48,0.38,1,#FF9900FF
Cyria,-0.27,1.36,-0.91,-1.26,-0.38,-0.33,2.06,-0.41,0.14,0.01,6,#9900FFFF
Trib2,0.88,-0.01,-0.63,1.7,0.44,0.98,-0.06,-0.98,-1.37,-0.96,3,#00FF33FF
Gm48558,-1.23,-0.94,0.82,1.23,1.22,-1.24,-0.95,0.65,0.25,0.18,1,#FF9900FF
Gm36372,-1.1,-0.42,0.51,-0.2,-0.26,-1.1,-0.32,2.39,0.46,0.03,7,#FF0099FF
Lpin1,-1.01,-0.81,0.23,1.73,1.44,-1.06,-0.89,-0.24,0.24,0.38,1,#FF9900FF
Odc1,-0.88,-0.72,0.23,2.12,1.33,-0.8,-0.81,-0.13,-0.19,-0.16,1,#FF9900FF
Mboat2,0.94,0.58,-0.83,-1.15,-1.14,1.63,1.14,-0.45,-0.22,-0.51,4,#00FFFFFF
Lamb1,2,0.09,-0.73,-0.78,-0.56,1.57,0.17,-0.63,-0.64,-0.49,4,#00FFFFFF
Prkar2b,-0.02,-0.49,-0.51,-0.5,-0.06,-0.23,0.16,-0.83,2.72,-0.25,5,#0033FFFF
Tspan13,0.7,-0.12,0.17,0.55,-0.8,2.24,0,-0.99,-0.89,-0.86,4,#00FFFFFF
Agmo,-1.16,-0.89,-0.2,0.29,1.11,-1.18,-0.58,-0.07,1.64,1.04,5,#0033FFFF
Etv1,-0.08,-0.94,-0.62,1.56,1.77,-0.42,-1.04,-0.68,-0.16,0.63,1,#FF9900FF
Mbip,2.13,-0.16,-0.43,-0.7,-0.87,1.48,-0.1,-0.4,-0.18,-0.78,4,#00FFFFFF
Slc25a21,-1.39,-0.53,0.5,1.32,1.62,-1.34,-0.53,0.13,-0.03,0.24,1,#FF9900FF
Prps1l3,-0.67,-1.19,-0.25,2.19,0.89,-0.75,-0.86,0.14,0.14,0.37,1,#FF9900FF
Clec14a,1.61,0.2,-0.6,-1,-0.94,1.61,0.75,-0.58,-0.35,-0.7,4,#00FFFFFF
Cdkl1,-1.55,0.45,-0.04,-0.96,0.11,-1.5,1.2,0.94,0.66,0.69,7,#FF0099FF
4930512B01Rik,-1.32,1.04,-0.2,-1.09,-0.18,-1.28,1.59,0.57,0.31,0.57,6,#9900FFFF
Nin,1.93,0.79,-0.63,-0.89,-0.76,1.12,0.46,-0.53,-0.72,-0.78,4,#00FFFFFF
Pygl,1.76,-0.72,-0.77,-1.1,-0.63,1.51,-0.44,-0.49,0.63,0.24,4,#00FFFFFF
Timm9,-0.85,-0.67,1.43,1.83,0.52,-1.05,-0.67,0.31,-0.16,-0.69,3,#00FF33FF
L3hypdh,-1.37,-0.39,0.28,-0.03,-0.26,-1.18,-0.35,2.03,1.09,0.19,7,#FF0099FF
Dhrs7,-1.29,-0.42,0.21,-0.08,0.06,-1.36,-0.27,0.35,2.16,0.64,5,#0033FFFF
Slc38a6,0.62,-0.35,0.46,0.8,1.12,0.59,-0.65,0.11,-2.35,-0.34,2,#99FF00FF
Tmem30b,-1.42,-0.76,0.08,-0.01,0.06,-1.28,0.01,0.82,1.94,0.55,5,#0033FFFF
Wdr89,-0.29,0.17,-0.26,2.37,0.66,-0.79,0.29,-1.23,-0.23,-0.69,3,#00FF33FF
Sgpp1,-1.13,-0.36,1.32,1.62,0.32,-1.35,-0.59,0.72,0.11,-0.67,1,#FF9900FF
Hspa2,-0.26,0.91,-0.15,-1.33,-1.41,-0.96,1.36,0.95,0.81,0.08,6,#9900FFFF
Arg2,-0.82,-0.05,-0.03,-1.2,-0.87,-0.74,-0.17,0.99,1.01,1.88,5,#0033FFFF
Rdh11,1.37,0.54,-0.52,-1.69,-1.15,1.15,0.76,0.33,-0.55,-0.24,4,#00FFFFFF
Slc10a1,-0.44,1.92,-0.4,-0.51,-0.52,-0.44,1.87,-0.38,-0.55,-0.55,6,#9900FFFF
Psen1,-0.51,-1,0.45,2.45,0.52,-0.63,-0.77,-0.5,-0.08,0.05,1,#FF9900FF
Acot3,-1.28,-0.15,0.71,-0.74,-0.73,-1.26,-0.08,1.1,1.13,1.29,7,#FF0099FF
Flvcr2,-0.69,-0.06,-0.31,-1.15,-0.93,-0.89,0.16,0.83,1.33,1.72,5,#0033FFFF
Ahsa1,-1.32,-0.48,0.87,2.18,-0.11,-0.91,-0.4,-0.32,0.61,-0.12,1,#FF9900FF
Sptlc2,-1.63,-0.31,-0.02,1.19,1.6,-0.77,-0.59,0.5,-0.72,0.75,1,#FF9900FF
Tshr,-1.16,0.49,0.3,-0.13,-1.17,-1.24,1.08,0.19,1.78,-0.14,7,#FF0099FF
Ston2,-1.12,-0.31,-0.33,-1.03,-0.04,-0.7,-0.21,0.8,0.77,2.17,5,#0033FFFF
Dglucy,-1.22,-0.87,0.55,1.62,1.13,-1.24,-0.87,0.25,0.31,0.34,1,#FF9900FF
Ccdc88c,1.73,0.05,-0.3,-0.96,-0.71,1.92,-0.35,-0.49,-0.56,-0.33,4,#00FFFFFF
Tc2n,-0.57,-0.48,-0.41,2.48,1.07,-0.62,-0.49,-0.4,-0.39,-0.19,3,#00FF33FF
Fbln5,-0.99,1.84,-0.47,-0.72,-0.38,-0.55,1.76,0.22,-0.54,-0.18,6,#9900FFFF
Ifi27,-1.41,-0.49,-0.03,-0.14,1.01,-1.41,-0.21,-0.03,1.51,1.19,5,#0033FFFF
Ifi27l2a,-0.07,-1.14,-0.41,-0.48,0.4,0.59,-1.13,-0.54,2.2,0.59,5,#0033FFFF
Serpina1b,0.62,0.67,-0.9,1.9,0.37,0,0.51,-1.1,-1.11,-0.96,3,#00FF33FF
Serpina1d,-0.77,-0.79,0.62,2.24,-0.04,-0.79,-0.78,0.86,0.05,-0.61,1,#FF9900FF
Serpina1a,-0.87,1.57,0.38,0.14,0.01,-0.94,1.71,-0.1,-0.82,-1.07,6,#9900FFFF
Gm28875,-0.62,0.38,0.9,-0.49,-1.25,-1.4,0.41,0.55,1.82,-0.31,7,#FF0099FF
Ak7,-0.27,0.02,1.1,-0.42,-1.52,-1.3,0.18,0.9,1.61,-0.3,7,#FF0099FF
Degs2,-0.7,-0.54,-0.09,2.49,0.98,-0.71,-0.41,-0.48,-0.17,-0.36,3,#00FF33FF
Hsp90aa1,-0.57,-0.81,0.36,2.49,0.56,-0.57,-0.92,-0.42,0.07,-0.19,1,#FF9900FF
Exoc3l4,-0.61,0.83,0.03,-0.74,-1.75,-0.53,1.82,0.05,0.87,0.03,6,#9900FFFF
Aspg,-1.12,-0.86,0.92,1.32,1.55,-1.1,-0.84,0.18,-0.19,0.13,1,#FF9900FF
Siva1,1.62,0.19,-0.51,-0.99,-0.96,1.79,0.38,-0.43,-0.54,-0.57,4,#00FFFFFF
Crip1,-0.24,1.78,-0.54,-1.34,-0.58,0.32,1.63,-0.67,-0.41,0.06,6,#9900FFFF
Igha,-0.52,-0.52,-0.52,-0.48,1.56,-0.52,-0.52,-0.52,-0.12,2.17,2,#99FF00FF
Ighm,-0.41,-0.35,-0.37,-0.38,0.18,-0.42,-0.36,-0.37,-0.31,2.8,2,#99FF00FF
Sp4,1.3,-0.19,-0.84,-1.64,-0.3,1.88,0.04,0.15,-0.49,0.09,4,#00FFFFFF
Selenop,-0.99,-0.65,0.13,1.8,1.7,-1.01,-0.6,-0.19,-0.05,-0.13,1,#FF9900FF
Osmr,-0.07,1.38,-1.11,-0.79,0.8,-0.4,-0.9,-0.73,0.05,1.76,6,#9900FFFF
Slc1a3,2.1,-0.45,-0.82,-0.83,-0.51,1.25,-0.39,-0.69,0.66,-0.31,4,#00FFFFFF
Ugt3a1,-1.03,-0.96,0.26,1.95,0.7,-1.03,-0.96,0.13,0.79,0.16,1,#FF9900FF
Ugt3a2,-1.19,-0.91,0.52,1.64,1,-1.2,-0.93,0.38,0.58,0.11,1,#FF9900FF
Prlr,-0.98,0.11,0.52,-0.98,-0.82,-1.02,-0.03,1.95,1.11,0.15,7,#FF0099FF
Agxt2,-1.24,-0.2,1.54,1.35,0.12,-1.43,-0.13,0.65,0.17,-0.82,1,#FF9900FF
C1qtnf3,-0.75,-0.6,0.56,2.47,0.66,-0.8,-0.43,-0.45,-0.25,-0.41,3,#00FF33FF
Amacr,-0.86,-0.64,0.71,2.27,0.91,-0.81,-0.62,-0.32,-0.31,-0.34,3,#00FF33FF
Cdh6,1.83,0.41,-0.73,-1.05,-1,1.5,0.27,-0.38,-0.47,-0.4,4,#00FFFFFF
Ank,0.07,1.52,-0.92,-1.36,-1.16,0.07,0.23,-0.46,1.42,0.58,6,#9900FFFF
Sema5a,0.78,1.51,-0.77,-1.09,-0.73,0.88,1.33,-0.6,-0.8,-0.5,4,#00FFFFFF
Sdc2,1.01,0.62,-0.93,1.04,0.81,0.36,0.72,-1.19,-1.15,-1.28,3,#00FF33FF
Cpq,-1.4,0.06,-0.29,1.86,0.76,-1.53,0.52,-0.38,0.41,0,1,#FF9900FF
Laptm4b,-1.35,-0.06,-0.68,-0.66,0.22,-0.18,0.06,-0.37,0.66,2.37,5,#0033FFFF
Osr2,0.98,-0.46,-0.17,-1.07,-0.78,2.41,-0.07,-0.29,-0.24,-0.31,4,#00FFFFFF
Snx31,-0.61,-0.79,0.46,2.34,0.26,-0.8,-0.35,-0.33,0.73,-0.91,1,#FF9900FF
Ywhaz,0.87,-0.66,0.31,2.07,0,0.43,-0.8,-0.43,-0.25,-1.54,3,#00FF33FF
Gm16136,-0.22,0.11,0.24,-1.44,-1.37,-0.35,1.76,0.84,0.89,-0.46,6,#9900FFFF
Ncald,0.67,1.32,-0.82,-1.29,-1.16,0.16,1.72,-0.11,-0.29,-0.21,6,#9900FFFF
Rrm2b,-1.16,-0.6,-0.07,1.91,1.1,-1.34,-0.62,0.08,0.37,0.34,1,#FF9900FF
Dpys,-1,-1,-0.28,0.99,1.59,-1,-1,0.08,1,0.63,1,#FF9900FF
Angpt1,1.22,0.92,-0.64,-1.19,-0.87,0.45,1.58,0.09,-0.48,-1.07,4,#00FFFFFF
Samd12,-1.55,-0.25,0.05,-0.13,1.09,-1.59,-0.08,0.14,1.33,1,5,#0033FFFF
Mal2,0.72,-0.73,-0.65,-0.38,-1.1,-0.76,0.28,0.58,2.26,-0.2,5,#0033FFFF
Sntb1,0.95,1.32,-0.99,-0.98,-1.45,-0.05,0.94,0.89,0.15,-0.78,6,#9900FFFF
Slc22a22,-0.69,-0.9,0.59,2.12,1.09,-0.75,-0.92,-0.17,0.1,-0.47,1,#FF9900FF
Derl1,-1.16,-0.97,0.2,1.6,1.24,-0.55,-1.02,-0.38,0.02,1.04,1,#FF9900FF
Anxa13,0.42,-0.76,-0.76,1.97,1.26,0.1,-1.1,-0.81,0.19,-0.51,3,#00FF33FF
Myc,1.47,-0.1,-0.58,-0.48,-0.61,2.19,-0.19,-0.65,-0.73,-0.32,4,#00FFFFFF
Pvt1,1.83,-0.99,-0.27,0.65,0.15,1.42,-1,-0.34,-0.72,-0.72,3,#00FF33FF
Ndrg1,-1.22,-0.79,0.35,1.35,1.28,-1.29,-0.95,0.74,0.08,0.46,1,#FF9900FF
Jrk,-0.9,1.43,0.03,-1.4,-0.73,-0.85,1.51,0.22,-0.11,0.79,6,#9900FFFF
Psca,-0.93,-0.93,-0.39,0.26,0.17,-0.85,-0.34,-0.02,2.4,0.65,5,#0033FFFF
Lypd2,-1.31,-1.17,0.15,0.14,0.68,-1.3,-0.38,0.78,1.39,1.02,5,#0033FFFF
Ly6d,-0.88,-0.49,-0.44,-0.34,0.32,-0.84,-0.28,-0.57,1.37,2.14,5,#0033FFFF
Ly6a,-1.53,-0.39,1.11,1.77,0.48,-1.26,-0.49,0.3,0.07,-0.06,1,#FF9900FF
Ly6f,-0.49,-0.97,-0.47,-0.41,0.1,-0.53,-0.97,1.45,2,0.3,5,#0033FFFF
9030619P08Rik,-0.93,-0.89,0,-0.29,-0.06,-0.94,-0.9,1.09,1.7,1.22,5,#0033FFFF
Top1mt,-1.05,-1.06,0.22,1.59,1.42,-0.92,-0.95,-0.09,0.25,0.59,1,#FF9900FF
Rhpn1,-0.15,-0.47,-0.29,-0.33,0.53,2.49,-0.53,-0.72,-1.01,0.48,4,#00FFFFFF
Parp10,-0.74,-0.8,-0.08,0.86,2.38,-0.48,-0.79,-0.5,-0.3,0.45,2,#99FF00FF
Mirt2,-1.16,-0.81,1.45,1.26,1.03,-1.22,-0.78,-0.08,0.37,-0.05,1,#FF9900FF
Oplah,-0.88,-0.85,-0.22,0.55,1.64,-0.75,-0.8,-0.55,0.16,1.71,2,#99FF00FF
Slc52a2,-1.32,-0.79,0.66,1.13,1.61,-1.16,-0.69,-0.12,-0.01,0.71,1,#FF9900FF
Ppp1r16a,-1.15,-0.75,-0.22,0.26,1.68,0.35,-0.75,-0.6,-0.51,1.7,2,#99FF00FF
Gpt,-0.97,-0.88,0.16,0.99,2.06,-0.95,-0.81,-0.39,0.34,0.44,1,#FF9900FF
Tst,-0.72,-0.87,1.61,1.92,-0.45,-0.12,-0.34,-0.02,0.04,-1.05,3,#00FF33FF
Kctd17,-0.87,-0.5,-0.04,-0.14,0.78,1.98,-0.73,-0.53,-1.12,1.17,2,#99FF00FF
C1qtnf6,0.77,1.33,-0.31,-0.95,-1,0.96,1.39,-0.37,-0.87,-0.95,4,#00FFFFFF
Gm17753,-1.47,-0.72,0.51,0.27,0.67,-1.49,-0.63,0.69,1.23,0.96,5,#0033FFFF
Cbx7,-1.24,-0.76,-0.02,0.03,1.45,-1.13,-0.68,0.06,0.69,1.61,5,#0033FFFF
Gm31369,-0.77,-0.54,-0.44,-0.58,-0.32,-0.77,-0.53,0.35,1.74,1.86,5,#0033FFFF
Rangap1,-0.72,-0.74,0.05,0.82,0.96,1.87,-0.66,-1.1,-0.98,0.49,2,#99FF00FF
Tef,-1.28,-0.83,0.79,0.93,1.13,-1.29,-0.88,-0.16,1.08,0.53,5,#0033FFFF
Cenpm,0.76,0.75,0,-0.93,-0.99,1.56,1.24,-0.49,-0.95,-0.95,4,#00FFFFFF
Cyp2d22,-0.1,-0.88,-0.28,-1.23,0.35,0.16,-1.08,0.27,0.57,2.22,5,#0033FFFF
Cyp2d9,-0.6,-0.6,-0.3,1.32,2.33,-0.6,-0.6,-0.46,-0.23,-0.26,1,#FF9900FF
Cyp2d12,-0.53,-0.53,-0.44,0.07,2.7,-0.53,-0.53,-0.39,-0.23,0.42,2,#99FF00FF
Cyp2d37-ps,-0.3,-0.31,0.55,-0.56,-0.42,-0.41,-0.36,2.71,-0.42,-0.49,7,#FF0099FF
Cyp2d26,-1.11,-0.5,0.64,-0.34,-0.88,-1.03,-0.47,1.63,1.32,0.74,7,#FF0099FF
